# 0: all purpose
# 1: nouns
# 2: verbs
# 3: adjectives
# 4: adverbs
# 5: names
# 6: cities
# 7: coutries
# 8: nice words
### Groups:
####################
Aachen 0,1,6
Anabolika 0
Anaheim 0
Anakata 0
analog 0
analoge 0
ANALOGEM 0
analogen 0
analoger 0
ANALOGES 0
Analogie 0
Analogien 0
Analyse 0
Analysen 0
analysiert 0
Analysis 0
Analyst 0
Analysten 0
Analystin 0
Analytik 0
Analytiker 0
analytisch 0
Ananas 0,8
Anarchie 0
anarchisch 0
Anarchist 0
Anastasia 0
Anästhesie 0
ANASTOMOSE 0
Anatevka 0
Anatolien 0
Anatomie 0
anatomisch 0
anbahnende 0
anbahnt 0
Anbahnung 0
Anbau 0
anbauen 0
Anbaus 0
anbaut 0
Anbauten 0
ANBEFOHLEN 0
Anbeginn 0
anbelangt 0
anberaumt 0
anberaumte 0
ANBETEN 0
ANBETET 0
Anbetracht 0
anbetrifft 0
Anbetung 0
anbiete 0
anbieten 0
Anbieten 0
Anbieter 0
Anbietern 0
Anbieters 0
anbietet 0
anbinden 0
Anbindung 0
Anblick 0
ANBLICKT 0
anbot 0
anboten 0
anbraten 0
anbrechen 0
anbrennen 0
anbringen 0
Anbringen 0
Anbringung 0
Anbruch 0
Andacht 0
Andachten 0
andächtig 0
ANDÄCHTIGE 0
Andalusien 0
Andante 0
andauern 0
andauernd 0
andauernde 0
andauert 0
andauerte 0
Andechs 0
Anden 0
Andenken 0
Andere 0
andere 0
ändere 0
anderem 0
Anderen 0
anderen 0
Anderer 0
anderer 0
anderes 0
Anderlecht 0
andermal 0
andern 0
Ändern 0
ändern 0
ändernden 0
andernorts 0
Andernorts 0
anderntags 0
anders 0
anderseits 0
andersrum 0
Anderssein 0
anderswo 0
Anderswo 0
ändert 0
Ändert 0
änderte 0
änderten 0
anderthalb 0
Anderthalb 0
Änderung 0
Änderungen 0
andeuten 0
ANDEUTEND 0
andeutet 0
andeutete 0
Andeutung 0
Andi 0
andocken 0
Andocken 0
Andorra 0
Andrade 0
Andrang 0
Andrangs 0
Andre 0
Andrea 0
Andreas 0
andrehen 0
Androhung 0
Andromeda 0
Andy 0
ANEIGNE 0
aneignen 0
ANEIGNET 0
ANEIGNETEN 0
Aneignung 0
aneinander 0
Anekdote 0
Anekdoten 0
anerkannt 0
anerkannte 0
anerkenne 0
anerkennen 0
anerkennt 0
ANERZOGEN 0
ANERZOGENE 0
Anette 0,8
anfahren 0
Anfahren 0
Anfahrt 0
Anfall 0
Anfälle 0
anfallen 0
Anfällen 0
anfallende 0
anfällig 0
anfälligen 0
anfälliger 0
anfällt 0
anfang 0
Anfang 0
anfange 0
Anfänge 0
anfangen 0
Anfängen 0
Anfänger 0
Anfängern 0
anfänglich 0
Anfänglich 0
anfangs 0
Anfangs 0
anfängt 0
Anfassen 0
anfassen 0
ANFASST 0
anfechtbar 0
anfechten 0
Anfechtung 0
ANFEINDEN 0
anfertigen 0
anfertigte 0
anfeuern 0
Anfeuern 0
Anfeuerung 0
anfielen 0
anfing 0
anfingen 0
anfliegen 0
Anflug 0
Anflüge 0
anfordern 0
Anfrage 0
Anfragen 0
anfragen 0
anfreunden 0
anfügen 0
anfühlen 0
anfühlt 0
ANFÜHRE 0
anführen 0
Anführer 0
Anführern 0
Anführers 0
anführt 0
anführte 0
ANFÜLLT 0
angab 0
Angabe 0
angaben 0
Angaben 0
angebahnt 0
angebaut 0
angebaute 0
angebauten 0
angeben 0
Angeber 0
ANGEBETET 0
Angebetete 0
ANGEBISSEN 0
Angeblich 0
angeblich 0
angebliche 0
Angebliche 0
ANGEBLICKT 0
angeboren 0
angeborene 0
Angebot 0
Angebote 0
Angeboten 0
angeboten 0
angebotene 0
Angebotes 0
Angebots 0
angebracht 0
ANGEBRÜLLT 0
angebunden 0
angedacht 0
angedachte 0
angedeihen 0
angedeutet 0
angedient 0
angedockt 0
angedroht 0
angedrohte 0
angeeignet 0
angefacht 0
angefahren 0
angefallen 0
angefangen 0
angefasst 0
angefaßt 0
angefeuert 0
Angefeuert 0
angeflogen 0
angefragt 0
angefügt 0
angeführt 0
angeführte 0
angefüllt 0
angegangen 0
angegeben 0
angegebene 0
angeguckt 0
angehalten 0
angehängt 0
angehaucht 0
angehäuft 0
angehe 0
angeheizt 0
angehen 0
angehende 0
Angehende 0
angehenden 0
angehender 0
angeheuert 0
angehoben 0
angehöre 0
angehören 0
ANGEHÖRIG 0
Angehörige 0
ANGEHÖRST 0
angehört 0
angehörte 0
angehörten 0
angeht 0
ANGEHÜPFT 0
angekauft 0
angekettet 0
angeklagt 0
Angeklagt 0
Angeklagte 0
angeklagte 0
angeklickt 0
angeklopft 0
angeknüpft 0
angekommen 0
Angekommen 0
angekratzt 0
angekreuzt 0
Angel 0
Angela 0
angelangt 0
angelassen 0
angelastet 0
angelaufen 0
angelegt 0
angelegte 0
angelegten 0
angelegter 0
angelegtes 0
angelehnt 0
angelehnte 0
angeleint 0
angeleitet 0
ANGELERNT 0
Angelika 0
Angeln 0
angelockt 0
angelogen 0
Angelpunkt 0
angelt 0
angelte 0
angemacht 0
angemahnt 0
angemalt 0
angemeldet 0
Angemeldet 0
angemerkt 0
angemessen 0
angemietet 0
angenähert 0
angenäht 0
angenehm 0
Angenehm 0
angenehme 0
Angenehme 0
ANGENEHMEM 0
angenehmen 0
angenehmer 0
angenehmes 0
angenommen 0
Angenommen 0
angeordnet 0
angepackt 0
angepasst 0
angepaßt 0
angepasste 0
angepaßte 0
angepaßten 0
angepeilt 0
angepeilte 0
angepöbelt 0
Anger 0
angeraten 0
angeredet 0
angeregt 0
Angeregt 0
angeregte 0
angeregten 0
angereist 0
angereiste 0
angerissen 0
angerückt 0
angerufen 0
angerührt 0
angesagt 0
Angesagt 0
angesagte 0
angesagten 0
angeschaut 0
ANGESCHÜRT 0
angesehen 0
angesehene 0
angesetzt 0
angesetzte 0
Angesicht 0
Angesichts 0
angesichts 0
angespannt 0
angespart 0
angespielt 0
angespornt 0
ANGESPRÜHT 0
angestaut 0
angesteckt 0
angestellt 0
angestimmt 0
angestoßen 0
angestrebt 0
Angestrebt 0
angetan 0
Angetan 0
angetastet 0
angetragen 0
ANGETRAUT 0
angetreten 0
Angetreten 0
angewählt 0
angewandt 0
angewandte 0
Angewandte 0
ANGEWEHT 0
angewendet 0
angewidert 0
angewiesen 0
angewöhnt 0
angeworben 0
angeworfen 0
angezapft 0
angezeigt 0
angezeigte 0
angezogen 0
ANGEZOGENE 0
angezündet 0
angibt 0
Angina 0
anging 0
ANGINGEN 0
angleichen 0
Angler 0
Anglistik 0
Anglo 0
Angola 0
angreifbar 0
angreifen 0
Angreifer 0
Angreifern 0
Angreifers 0
angreift 0
angrenzt 0
Angriff 0
Angriffe 0
Angriffen 0
angriffen 0
Angriffs 0
angst 0
Angst 0
Ängste 0
Ängsten 0
Angsthasen 0
ängstigen 0
ängstigt 0
ängstlich 0
ängstliche 0
angucken 0
anhaben 0
anhaftet 0
anhält 0
anhalte 0
anhalten 0
Anhalten 0
anhaltend 0
anhaltende 0
Anhaltende 0
Anhalter 0
Anhalts 0
anhand 0
Anhand 0
Anhang 0
anhängen 0
Anhänger 0
Anhängerin 0
Anhängern 0
Anhängers 0
anhängig 0
anhängige 0
anhängigen 0
anhänglich 0
Anhangs 0
Anhängsel 0
anhängt 0
ANHAT 0
anhäufen 0
Anhäufung 0
ANHEBE 0
anheben 0
Anheben 0
anhebt 0
Anhebung 0
anheim 0
anheizen 0
anheuern 0
anheuerte 0
Anhieb 0
anhielt 0
anhielten 0
anhob 0
Anhöhe 0
anhören 0
Anhören 0
anhört 0
anhörte 0
Anhörung 0
Anhörungen 0
Anika 0
Anima 0
Animateur 0
Animateure 0
Animation 0
animieren 0
animiert 0
animierte 0
animierten 0
Anis 0,8
Anita 0,8
Anja 0
ankam 0
ankamen 0
ankämpfen 0
Ankara 0
Ankaras 0
Ankauf 0
Ankäufe 0
ankaufen 0
Anke 0
Anker 0
Anklage 0
Anklagen 0
anklagen 0
Ankläger 0
Anklägerin 0
Anklang 0
Anklänge 0
Anklängen 0
ANKLEBT 0
anklicken 0
anklingen 0
anklopfen 0
anknüpfen 0
ANKNÜPFEND 0
anknüpft 0
ANKNÜPFTEN 0
Anknüpfung 0
ankomme 0
ankommen 0
Ankommen 0
ANKOMMEND 0
ankommende 0
ankommt 0
ankreiden 0
ankreuzen 0
ankündigen 0
ankündigt 0
ankündigte 0
Ankunft 0
ankurbeln 0
Anlage 0
Anlageform 0
Anlagen 0
Anlagenbau 0
anlangt 0
Anlass 0
Anlaß 0
Anlässe 0
Anlässen 0
Anlasses 0
anlässlich 0
Anlässlich 0
anläßlich 0
Anläßlich 0
anlasten 0
Anlauf 0
Anläufe 0
anlaufen 0
Anläufen 0
anlaufende 0
anläuft 0
Anlaufzeit 0
anlegen 0
Anlegen 0
ANLEGENDE 0
Anleger 0
Anlegern 0
Anlegers 0
anlegt 0
anlegte 0
anlegten 0
anlehnen 0
ANLEHNEND 0
anlehnt 0
Anlehnung 0
Anleihe 0
Anleihen 0
anleiten 0
Anleitung 0
anlief 0
anliefern 0
Anliegen 0
anliegende 0
Anliegens 0
Anlieger 0
anlocken 0
anlockt 0
anlockte 0
ANLÜGEN 0
Anmache 0
Anmarsch 0
anmaßen 0
anmaßend 0
Anmaßung 0
anmelden 0
Anmelden 0
anmeldet 0
anmeldete 0
Anmeldung 0
anmerken 0
anmerkt 0
anmerkte 0
Anmerkung 0
ANMESSEN 0
anmieten 0
Anmietung 0
Anmut 0
anmuten 0
anmutende 0
anmutenden 0
anmutender 0
anmutendes 0
anmutet 0
anmutig 0
anmutige 0
anmutigen 0
Anmutung 0
Anna 0,8
Annabell 0
ANNABELLA 0
annähern 0
annähernd 0
Annähernd 0
annähert 0
Annäherung 0
annahm 0
Annahme 0
Annahmen 0
annahmen 0
Annalen 0
ANNALENA 0
Anne 0,8
Annegret 0
annehmbar 0
annehmbare 0
annehme 0
annehmen 0
annektiert 0
Annelie 0
Annelies 0
Anneliese 0
Annemarie 0
Annett 0,8
Annette 0,8
Annexion 0
Annie 0,8
annimmt 0
Anno 0
Annonce 0
Annoncen 0
annonciert 0
annulliert 0
Anomalie 0
anonym 0
anonyme 0
Anonyme 0
anonymen 0
Anonymen 0
anonymer 0
anonymes 0
Anonymität 0
anonymous 2
Anorak 0
Anoraks 0
anordnen 0
anordnet 0
anordnete 0
Anordnung 0
anpacken 0
anpackt 0
anpassen 0
anpasst 0
anpaßt 0
Anpassung 0
anpeilen 0
anpeilt 0
Anpfiff 0
anpflanzen 0
anprangern 0
anprangert 0
anpreisen 0
anpreist 0
Anprobe 0
Anrainer 0,8
Anrainern 0
Anraten 0,8
anrechnen 0
Anrechnung 0
Anrecht 0
Anrede 0
anreden 0
anregen 0
anregend 0
anregende 0
anregenden 0
anregender 0
anregt 0
anregte 0
Anregung 0
Anregungen 0
anreichern 0
Anreise 0,8
anreisen 0,8
anreist 0
anreiste 0
anreisten 0
Anreiz 0
Anreize 0
Anreizen 0
anrichten 0
anrichtet 0
anrichtete 0
anrief 0
anrollen 0
anrüchig 0
anrüchigen 0
anrücken 0
anrückte 0
anrückten 0
Anruf 0
Anrufe 0
anrufen 0
Anrufen 0
Anrufer 0
Anruferin 0
Anrufern 0
Anrufers 0
anruft 0
Anrufung 0
anrühren 0
anrührend 0
anrührende 0
Ansage 0
Ansagen 0
ansagen 0
Ansager 0
ansah 0
ansahen 0
ansammeln 0
Ansammlung 0
ansässig 0
ansässige 0
ansässigen 0
ansässiger 0
Ansatz 0
Ansätze 0
Ansätzen 0
Ansatzes 0
Ansbach 0
anschaffen 0
anschafft 0
anschaue 0
anschauen 0
Anschauen 0
ANSCHAUEND 0
anschaut 0
anschaute 0
Anschauung 0
Anschein 0
ANSCHICKEN 0
anschickt 0
anschickte 0
anschieben 0
Anschlag 0
Anschläge 0
anschlagen 0
Anschlägen 0
Anschlages 0
Anschlags 0
anschlägt 0
anschließt 0
anschloss 0
anschloß 0
anschlug 0
Anschluss 0
Anschluß 0
Anschlüsse 0
Anschrift 0
Anschub 0
ansehe 0
Ansehen 0
ansehen 0
Ansehens 0
ansehnlich 0
Anselm 0
ansetzen 0
ansetzt 0
ansetzte 0
Ansetzung 0
Ansicht 0
Ansichten 0
ansiedeln 0
ansiedelt 0
Ansiedlung 0
ansieht 0
Ansinnen 0,8
ansonsten 0
Ansonsten 0
ANSPANNEN 0
Anspannung 0
ansparen 0
anspielen 0
anspielt 0
Anspielung 0
Ansporn 0
anspornen 0
ansprach 0
Ansprache 0
Ansprachen 0
ansprachen 0
anspreche 0
ansprechen 0
Ansprechen 0
anspricht 0
anspringen 0
anspringt 0
Anspruch 0
Ansprüche 0
Ansprüchen 0
Anspruchs 0
Anstalt 0
Anstalten 0
Anstand 0
anstand 0
anstanden 0
anständig 0
anständige 0
Anstands 0
ANSTARREN 0
ANSTARRT 0,8
anstatt 0,8
Anstatt 0
ANSTAUNEN 0
anstecken 0
ansteckend 0
Anstecker 0
ANSTECKTE 0
Ansteckung 0
anstehe 0
anstehen 0
Anstehen 0
anstehende 0
ansteht 0
ansteigen 0
Ansteigen 0
ansteigend 0
ansteigt 0
anstelle 0
Anstelle 0
anstellen 0
anstellt 0
anstellte 0
Anstellung 0
ansteuern 0
ansteuert 0
Anstieg 0
anstieg 0
Anstiege 0
Anstiegen 0
anstiegen 0
Anstiegs 0
Anstifter 0
Anstiftung 0
anstimmen 0
anstimmt 0
anstimmte 0
anstimmten 0
Anstoß 0
Anstöße 0
anstoßen 0
Anstoßes 0
anstößig 0
ANSTÖSSIGE 0
anstrebe 0
anstreben 0
anstrebt 0
anstrebte 0
anstrebten 0
anstrengen 0
anstrengt 0
Anstrich 0
Ansturm 0
Ansturms 0
Antarktis 0
antasten 0,8
Anteil 0
Anteile 0
Anteilen 0
anteilig 0
anteilige 0
anteiligen 0
Anteils 0
Antenne 0,8
Antennen 0,8
Anthologie 0
Anti 0,8
Antichrist 0
Antidoping 0
Antifa 0
Antigone 0
Antigua 0
Antihelden 0
Antik 0
antik 0
Antike 0
antike 0
antiken 0
Antiken 0
antiker 0
antikes 0
Antikörper 0
Antillen 0
Antilopen 0
Antipasti 0
Antipathie 0
Antipoden 0
Antiqua 0
Antiquar 0
antiquiert 0
Antisemit 0
ANTISOZIAL 0
Antiterror 0
Antithese 0
Antje 0
Antlitz 0
Anton 0
Antonia 0
Antrag 0
Anträge 0
Anträgen 0
Antrages 0
Antrags 0
antrat 0,8
antraten 0,8
antreffen 0
antreiben 0
Antreiber 0
antreibt 0
antrete 0,8
antreten 0,8
Antreten 0
Antrieb 0
Antriebe 0
Antrieben 0
Antriebs 0
antrifft 0
antritt 0,8
Antritt 0
antun 0
antut 0
Antwerpen 0
Antwort 0
antworte 0
Antworten 0
antworten 0
antwortet 0
antwortete 0
anvertraut 0
anvisiert 0
anvisierte 0
anwachsen 0
Anwachsen 0
anwählen 0
Anwalt 0
Anwälte 0
Anwälten 0
Anwaltes 0
Anwältin 0
Anwalts 0
ANWANDLUNG 0
Anwärter 0
Anwärterin 0
Anwärtern 0
anweisen 0
Anweisung 0
anwendbar 0
anwenden 0
Anwender 0
Anwendern 0
anwendet 0
Anwendung 0
anwerben 0
Anwerbung 0
Anwesen 0
anwesend 0
Anwesend 0
anwesende 0
Anwesende 0
Anwesenden 0
anwesenden 0
anwesender 0
Anwesens 0
Anwohner 0
Anwohnerin 0
Anwohnern 0
Anwürfe 0
Anzahl 0
Anzahlung 0
anzapfen 0
Anzeichen 0
Anzeige 0
Anzeigen 0
anzeigen 0
Anzeiger 0
Anzeigers 0
anzeigt 0
anzeigte 0
anzetteln 0
anziehe 0
anziehen 0
Anziehen 0
anziehend 0
anziehende 0
anzieht 0
Anziehung 0
anzog 0
anzogen 0
anzubahnen 0
anzubauen 0
anzubieten 0
anzubinden 0
anzudeuten 0
anzueignen 0
ANZUFACHEN 0
anzufahren 0
ANZUFALLEN 0
anzufangen 0
anzufassen 0
anzufeuern 0
anzufügen 0
anzuführen 0
Anzug 0
Anzüge 0
anzugeben 0
anzugehen 0
Anzügen 0
ANZUGJACKE 0
anzuhalten 0
anzuhängen 0
ANZUHÄUFEN 0
anzuheben 0
anzuheizen 0
anzuheuern 0
anzuhören 0
anzukaufen 0
anzuklagen 0
anzukommen 0
ANZUKÜNDEN 0
anzulasten 0
anzulegen 0
anzulocken 0
ANZUMASSEN 0
anzumelden 0
anzumerken 0
anzumieten 0
anzunähern 0
anzünden 0
Anzünden 0
anzündet 0
anzunehmen 0
anzuordnen 0
anzupacken 0
anzupassen 0
anzupeilen 0
anzuraten 0
anzuregen 0
anzureisen 0
anzurufen 0
ANZURÜHREN 0
anzusagen 0
ANZUSCHAUN 0
anzusehen 0
anzusetzen 0
anzustoßen 0
anzutasten 0
anzutreten 0
anzutun 0
anzuwenden 0
anzuwerben 0
anzuzapfen 0
anzuzeigen 0
anzuziehen 0
anzuzünden 0
anzweifeln 0
Apachen 0
Apartheid 0
Apartment 0
Apartments 0
Apathie 0
apathisch 0
Aperitif 0
Apfel 0
Äpfel 0
Apfelbaum 0
Apfelbäume 0
Apfelmus 0
Äpfeln 0
Apfels 0
Apfelsaft 0
Aphorismen 0
Aphrodite 0
APIA 0
Apokalypse 0
Apoll 0
Apollo 0
Apollon 0
APOLLONS 0
APOLOGIE 0
Apostel 0
Aposteln 0
Apostels 0
Apotheke 0
Apotheken 0
Apotheker 0
Apothekern 0
Apothekers 0
Apotheose 0
Apparat 0
Apparate 0
Apparaten 0
Apparates 0
Apparats 0
Apparatur 0
Appelbaum 2
Appell 0
Appelle 0
Appellen 0
appelliere 0
appelliert 0
Appells 0
Appelt 0
Appetit 0
Applaus 0
Aprikosen 0
April 0
Aprils 0
APRIORI 0
Apropos 0
Apulien 0
Aquarell 0
Aquarelle 0
Aquarellen 0
Aquarien 0
Aquarium 0
Äquator 0
Äquators 0
AQUINO 0
Äquivalent 0
Arabella 0
Araber 0
Arabern 0
Arabesken 0
Arabien 0
Arabiens 0
arabisch 0
Arabisch 0
arabische 0
Arabische 0
arabischen 0
Arabischen 0
arabischer 0
arabisches 0
Arafat 0
Arafats 0
Aragon 0
Aral 0
Ararat 0
arbeit 0
Arbeit 0
arbeite 0
arbeiten 0
Arbeiten 0
arbeitende 0
Arbeitens 0
Arbeiter 0
Arbeiterin 0
Arbeitern 0
Arbeiters 0
ARBEITEST 0
Arbeitet 0
arbeitet 0
arbeitete 0
arbeiteten 0
Arbeits 0
arbeits 0
Arbeitsamt 0
arbeitslos 0
Arbeitslos 0
Arbeitsort 0
Arbeitstag 0
Arbeitsweg 0
archaisch 0
archaische 0
Archäologe 0
Arche 0
Archer 0
Archetypen 0
ARCHIMEDES 0
Archipel 0
Archipels 0
Architekt 0
Archiv 0
Archivar 0
Archivare 0
Archive 0
Archiven 0
Archives 0
archiviert 0
Archivs 0
Ardennen 0
Areal 0
Areale 0
Arealen 0
Arena 0,8
Arenen 0,8
arge 0
argen 0
arger 0
Ärger 0
ärger 0
ärgere 0
ärgerlich 0
Ärgerlich 0
ärgerliche 0
ärgern 0
Ärgern 0
Ärgernis 0
Ärgernisse 0
Ärgers 0
ärgert 0
ärgerte 0
ärgerten 0
arglos 0
arglose 0
arglosen 0
ARGONAUTEN 0
ärgste 0
ärgsten 0
ärgster 0
Argument 0
Argumente 0
Argumenten 0
Argusaugen 0
Argwohn 0
argwöhnen 0
argwöhnt 0
argwöhnte 0
Ariadne 0
Ariane 0,8
Arie 0,8
Ariel 0
Arien 0,8
Arier 0,8
arischen 0
Arithmetik 0
Arizona 0
Arkaden 0
Arkadien 0
Arkansas 0
Arktis 0
arktische 0
arktischen 0
Arlberg 0
Armada 0
Armageddon 0
Armand 0
Armando 0
Armani 0
Armaturen 0
Armband 0
Armbänder 0
Armbanduhr 0
Armbruch 0
Armbrust 0
Arme 0
Armee 0
Armeechef 0
Armeen 0
Ärmel 0
Ärmelkanal 0
Ärmeln 0
Armen 0
armen 0
Armenhaus 0
Armenien 0
Armenier 0
Armeniern 0
armenische 0
armer 0
Armer 0
ärmer 0
ärmeren 0
armes 0
Armes 0
Armin 0
Arminia 0
ärmlich 0
ärmlichen 0
armselig 0
armselige 0
armseligen 0
ärmste 0
ärmsten 0
Ärmsten 0
Armstrong 0
Armut 0
Armuts 0
Arne 0,8
Arnheim 0
Arno 0
Arnold 0
Arnulf 0
Aroma 0
aromatisch 0
Aromen 0
Aron 0
Arosa 0
Arrangeur 0
arrangiert 0
Arrest 0,8
arrivierte 0
arrogant 0
arrogante 0
arroganten 0
arroganter 0
Arroganz 0
Arsch 0
Arschloch 0
Arsen 0,8
Arsenal 0
Arsenale 0
Arsenals 0
Artefakte 0
Artemis 0
Arten 0,8
Arterie 0,8
Arterien 0,8
artet 0
artete 0
artgerecht 0
Arthritis 0
Arthrose 0
Arthur 0
artig 0
artige 0
artigen 0
Artikel 0
Artikeln 0
Artikels 0
Artillerie 0
Artist 0,8
Artisten 0,8
Artistik 0
Artistin 0,8
artistisch 0
Artists 0
Artmann 0
Artur 0
Arturo 0
Artus 0
Arznei 0
Arzneien 0
Arzt 0
Arztbesuch 0
Ärzte 0
Ärzten 0
Arztes 0
Ärzteteam 0
Ärztin 0
Ärztinnen 0
ärztlich 0
ärztliche 0
Ärztliche 0
ärztlichen 0
Ärztlichen 0
ärztlicher 0
Ärztlicher 0
ärztliches 0
Arztpraxen 0
Arztpraxis 0
ARZTSUCHE 0
Arztwahl 0
Asbest 0
Asche 0
Ascher 0
ASCHGABAT 0
Ascona 0
Asiaten 0,8
asiatisch 0
asiatische 0
Asiatische 0
Asien 0,8
Asienreise 0
Asiens 0
Askese 0
asketisch 0
ASKETISCHE 0
ASMARA 0
asozial 0
Aspekt 0
Aspekte 0
Aspekten 0
Aspen 0
Asphalt 0
Aspirant 0
Aspiranten 0
Aspirin 0
Assange 2
Asse 0,8
Assekuranz 0
Assen 0,8
Assisi 0,8
Assistent 0
Assistenz 0
assistiert 0
assoziativ 0
assoziiert 0
Assuan 0
ASTANA 0,8
Äste 0
Ästen 0
Asterix 0
Asteroid 0
Asteroiden 0
Ästhet 0
Ästheten 0
Ästhetik 0
ÄSTHETIKER 0
ästhetisch 0
Asthma 0
Astor 0
Astoria 0
Astrid 0
Astrologen 0
Astrologie 0
Astronaut 0
Astronom 0
Astronomen 0
Astronomie 0
Asyl 0
Asylanten 0
Asylantrag 0
Asylgesetz 0
Asylrecht 0
Asylrechts 0
Asymmetrie 0
Atatürk 0
Atelier 0
Ateliers 0
Atem 0
Atemholen 0
atemlos 0
atemlose 0
Atemluft 0
Atemnot 0
Atempause 0
Atemschutz 0
Atemwege 0
Atemzug 0
Atheismus 0
Atheist 0
Atheisten 0
Athen 0
Athene 0
Athener 0
Athens 0
Äther 0
ätherische 0
Äthiopien 0
Äthiopiens 0
Äthiopier 0
Athlet 0
Athleten 0
Athletik 0
Athletin 0
athletisch 0
Atlanta 0
Atlanten 0
Atlantik 0
Atlantiks 0
Atlantis 0
Atlas 0
atme 0
atmen 0
Atmen 0
atmet 0
atmete 0
atmeten 0
Atmosphäre 0
Atmung 0
Ätna 0
Atoll 0
Atom 0
Atomanlage 0
atomar 0
atomare 0
atomaren 0
atomarer 0
Atombombe 0
Atombomben 0
Atome 0
Atomen 0
Atomgegner 0
Atomgesetz 0
ATOMISTIK 0
Atomkraft 0
Atomkrieg 0
Atomlobby 0
Atommacht 0
Atommächte 0
Atommeiler 0
Atommüll 0
Atommülls 0
Atomstrom 0
Atomtest 0
Atomtests 0
Atomunfall 0
Atomwaffen 0
Atrium 0
Attacke 0
Attacken 0
attackiert 0
Attentat 0,8
Attentate 0
Attentaten 0
Attentäter 0
Attentats 0
Attest 0,8
Atteste 0,8
attestiert 0
Attitüde 0
Attitüden 0
Attraktion 0
attraktiv 0
Attraktiv 0
attraktive 0
Attraktive 0
Attrappe 0
Attrappen 0
Attribut 0
Attribute 0
Attributen 0
ätzend 0
ätzende 0
ätzenden 0
Auberginen 0
auch 0
Auckland 0
Audienz 0
Audimax 0
Audio 0
Audis 0
Audit 0
Auditorium 0
Auen 0
Auer 0
Auerbach 0
aufatmen 0
Aufatmen 0
AUFATMET 0
Aufbau 0
aufbauen 0
Aufbauen 0
aufbauend 0
aufbauende 0
Aufbäumen 0
Aufbaus 0
aufbaut 0
aufbaute 0
Aufbauten 0
aufbauten 0
aufbessern 0
aufbewahrt 0
aufbieten 0
aufbietet 0
Aufblähung 0
aufblitzen 0
AUFBLITZT 0
aufblühen 0
Aufblühen 0
AUFBLÜHEND 0
AUFBLÜHTE 0
aufbrach 0
aufbrachen 0
aufbrachte 0
aufbrechen 0
Aufbrechen 0
aufbricht 0
aufbringen 0
Aufbringen 0
aufbringt 0
Aufbruch 0
Aufbrüche 0
Aufbruchs 0
aufbürden 0
AUFDÄMMERN 0
aufdecken 0
aufdeckt 0
aufdeckte 0
Aufdeckung 0
aufdrängen 0
aufdrängt 0
aufdrehen 0
Aufdruck 0
aufdrücken 0
AUFDRÜCKT 0
AUFDRÜCKTE 0
Aufenthalt 0
auferlegen 0
auferlegt 0
auferlegte 0
AUFERSTEHT 0
AUFERWECKT 0
AUFESSEN 0
auffahren 0
Auffahren 0
Auffahrt 0
auffallen 0
auffallend 0
Auffallend 0
auffällig 0
Auffällig 0
auffällige 0
auffällt 0
auffangen 0
auffängt 0
auffassen 0
AUFFASST 0
AUFFASSTE 0
Auffassung 0
auffiel 0
auffielen 0
auffindbar 0
Auffinden 0
Auffindung 0
AUFFINGEN 0
aufflammen 0
auffliegen 0
Auffliegen 0
AUFFLIEGST 0
aufflog 0
auffordern 0
auffordert 0
auffressen 0
auffuhr 0
aufführen 0
aufführt 0
aufführte 0
aufführten 0
Aufführung 0
auffüllen 0
Auffüllen 0
aufgab 0
Aufgabe 0
aufgaben 0
Aufgaben 0
Aufgalopp 0
Aufgang 0
aufgebahrt 0
aufgebaut 0
Aufgebaut 0
aufgebaute 0
aufgebe 0
aufgeben 0
Aufgeben 0
aufgebläht 0
Aufgebot 0
aufgeboten 0
Aufgebots 0
aufgedeckt 0
aufgedreht 0
aufgefasst 0
aufgefaßt 0
aufgeführt 0
Aufgeführt 0
aufgefüllt 0
aufgegeben 0
Aufgegeben 0
aufgehängt 0
aufgehäuft 0
aufgeheizt 0
aufgehellt 0
aufgehen 0
AUFGEHENDE 0
aufgehetzt 0
aufgehoben 0
aufgeholt 0
aufgehört 0
aufgeht 0
aufgekauft 0
aufgeklärt 0
aufgeklebt 0
aufgeladen 0
aufgelegt 0
aufgelegte 0
AUFGELEHNT 0
aufgelesen 0
aufgelöst 0
aufgelöste 0
aufgemacht 0
aufgemalt 0
aufgemotzt 0
aufgepasst 0
Aufgepasst 0
aufgepaßt 0
aufgepeppt 0
AUFGEPRÄGT 0
AUFGEPUTZT 0
aufgeräumt 0
aufgeregt 0
Aufgeregt 0
aufgeregte 0
aufgereiht 0
aufgerollt 0
aufgerückt 0
aufgerufen 0
Aufgerufen 0
aufgesetzt 0
aufgesogen 0
aufgespürt 0
aufgestaut 0
aufgesucht 0
aufgetan 0
aufgetaut 0
aufgeteilt 0
Aufgeteilt 0
aufgetürmt 0
aufgewacht 0
aufgewandt 0
aufgewärmt 0
aufgeweckt 0
aufgewogen 0
aufgewühlt 0
aufgezählt 0
aufgezehrt 0
aufgezeigt 0
aufgezogen 0
aufgibt 0
aufging 0
AUFGLÄNZEN 0
aufgreifen 0
aufgreift 0
aufgriff 0
Aufgrund 0
aufgrund 0
Aufguss 0
Aufguß 0
aufhält 0
aufhalte 0
aufhalten 0
aufhängen 0
Aufhängen 0
Aufhänger 0
Aufhängung 0
AUFHEBE 0
aufheben 0
Aufheben 0
Aufhebens 0
